CMDLINE 'C:\Program Files\Python312\python.exe' .\scraper_sync.py
MEM 39.937500 1732556527.1769
MEM 39.937500 1732556527.2778
MEM 39.937500 1732556527.3788
MEM 39.937500 1732556527.4799
MEM 39.937500 1732556527.5807
MEM 39.937500 1732556527.6817
MEM 39.937500 1732556527.7827
MEM 39.937500 1732556527.8835
MEM 39.937500 1732556527.9843
MEM 39.937500 1732556528.0855
MEM 39.937500 1732556528.1861
MEM 39.937500 1732556528.2875
MEM 39.937500 1732556528.3881
MEM 39.937500 1732556528.4885
MEM 39.937500 1732556528.5893
MEM 39.937500 1732556528.6903
MEM 39.937500 1732556528.7936
MEM 39.937500 1732556528.8944
MEM 39.937500 1732556528.9953
MEM 39.937500 1732556529.0964
MEM 39.937500 1732556529.1973
MEM 39.937500 1732556529.2985
MEM 39.937500 1732556529.3996
MEM 39.937500 1732556529.5004
MEM 39.937500 1732556529.6013
MEM 39.937500 1732556529.7026
MEM 39.937500 1732556529.8032
MEM 39.937500 1732556529.9042
